rolling_window,pattern,Freq,outcome,analysis,exposure,cumdays,pattern_rt_gap,pattern_lagged,pattern_itt,cumdose
14,continuous,13,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
15,continuous,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
16,continuous,15,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
17,continuous,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
18,continuous,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
19,continuous,10,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
20,continuous,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
21,continuous,14,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
22,continuous,10,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
23,continuous,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
24,continuous,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
25,continuous,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
26,continuous,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
27,continuous,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
28,continuous,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
29,continuous,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
30,continuous,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
31,continuous,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
32,continuous,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
33,continuous,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
34,continuous,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
35,continuous,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
36,continuous,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
37,continuous,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
38,continuous,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
39,continuous,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
40,continuous,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
41,continuous,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
42,continuous,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
43,continuous,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
44,continuous,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
45,continuous,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
46,continuous,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
47,continuous,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
48,continuous,NA,fract_composite,sens_all_follow_up,pattern,NA,NA,NA,NA,NA
1,NA,20,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
2,NA,16,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
3,NA,14,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
4,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
5,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
6,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
7,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
8,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
9,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
10,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
11,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
12,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
13,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
14,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
15,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
16,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
17,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
18,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
19,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
20,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
21,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
22,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
23,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
24,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
25,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
26,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
27,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
28,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
29,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
30,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
31,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
32,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
33,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
34,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
35,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
36,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
37,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
38,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
39,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
40,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
41,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
42,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
43,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
44,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
45,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
46,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
47,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
48,NA,NA,fract_composite,sens_all_follow_up,cumdays,few,NA,NA,NA,NA
1,NA,905,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
2,NA,905,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
3,NA,898,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
4,NA,889,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
5,NA,878,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
6,NA,871,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
7,NA,861,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
8,NA,848,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
9,NA,832,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
10,NA,818,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
11,NA,798,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
12,NA,779,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
13,NA,766,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
14,NA,740,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
15,NA,710,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
16,NA,683,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
17,NA,648,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
18,NA,613,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
19,NA,566,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
20,NA,533,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
21,NA,501,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
22,NA,454,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
23,NA,411,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
24,NA,365,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
25,NA,333,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
26,NA,293,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
27,NA,261,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
28,NA,233,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
29,NA,194,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
30,NA,166,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
31,NA,155,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
32,NA,129,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
33,NA,108,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
34,NA,87,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
35,NA,74,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
36,NA,58,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
37,NA,46,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
38,NA,33,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
39,NA,22,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
40,NA,17,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
41,NA,14,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
42,NA,11,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
43,NA,NA,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
44,NA,NA,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
45,NA,NA,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
46,NA,NA,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
47,NA,NA,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
48,NA,NA,fract_composite,sens_all_follow_up,cumdays,many,NA,NA,NA,NA
1,NA,239,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
2,NA,238,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
3,NA,237,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
4,NA,234,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
5,NA,231,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
6,NA,230,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
7,NA,228,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
8,NA,223,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
9,NA,217,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
10,NA,215,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
11,NA,209,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
12,NA,205,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
13,NA,203,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
14,NA,196,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
15,NA,190,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
16,NA,185,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
17,NA,174,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
18,NA,165,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
19,NA,153,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
20,NA,138,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
21,NA,133,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
22,NA,123,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
23,NA,112,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
24,NA,98,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
25,NA,86,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
26,NA,76,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
27,NA,67,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
28,NA,64,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
29,NA,51,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
30,NA,44,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
31,NA,40,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
32,NA,34,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
33,NA,31,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
34,NA,22,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
35,NA,18,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
36,NA,14,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
37,NA,13,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
38,NA,NA,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
39,NA,NA,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
40,NA,NA,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
41,NA,NA,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
42,NA,NA,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
43,NA,NA,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
44,NA,NA,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
45,NA,NA,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
46,NA,NA,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
47,NA,NA,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
48,NA,NA,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,intermittent,NA,NA,NA
1,NA,686,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
2,NA,683,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
3,NA,675,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
4,NA,664,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
5,NA,655,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
6,NA,647,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
7,NA,637,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
8,NA,629,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
9,NA,617,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
10,NA,605,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
11,NA,589,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
12,NA,574,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
13,NA,563,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
14,NA,544,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
15,NA,520,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
16,NA,498,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
17,NA,474,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
18,NA,448,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
19,NA,413,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
20,NA,395,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
21,NA,368,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
22,NA,331,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
23,NA,299,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
24,NA,267,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
25,NA,247,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
26,NA,217,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
27,NA,194,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
28,NA,169,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
29,NA,143,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
30,NA,122,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
31,NA,115,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
32,NA,95,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
33,NA,77,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
34,NA,65,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
35,NA,56,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
36,NA,44,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
37,NA,33,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
38,NA,25,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
39,NA,16,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
40,NA,11,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
41,NA,10,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
42,NA,NA,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
43,NA,NA,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
44,NA,NA,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
45,NA,NA,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
46,NA,NA,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
47,NA,NA,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
48,NA,NA,fract_composite,sens_all_follow_up,pattern_rt_gap,NA,continuous,NA,NA,NA
1,NA,921,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
2,NA,623,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
3,NA,887,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
4,NA,876,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
5,NA,860,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
6,NA,851,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
7,NA,854,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
8,NA,831,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
9,NA,820,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
10,NA,808,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
11,NA,789,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
12,NA,760,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
13,NA,756,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
14,NA,718,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
15,NA,700,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
16,NA,675,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
17,NA,634,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
18,NA,606,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
19,NA,557,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
20,NA,526,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
21,NA,493,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
22,NA,442,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
23,NA,402,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
24,NA,359,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
25,NA,325,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
26,NA,286,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
27,NA,259,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
28,NA,228,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
29,NA,191,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
30,NA,165,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
31,NA,154,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
32,NA,127,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
33,NA,107,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
34,NA,85,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
35,NA,74,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
36,NA,57,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
37,NA,46,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
38,NA,33,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
39,NA,22,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
40,NA,17,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
41,NA,14,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
42,NA,10,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
43,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
44,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
45,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
46,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
47,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
48,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,intermittent,NA,NA
1,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
2,NA,298,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
3,NA,25,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
4,NA,22,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
5,NA,26,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
6,NA,26,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
7,NA,11,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
8,NA,21,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
9,NA,14,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
10,NA,12,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
11,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
12,NA,19,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
13,NA,10,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
14,NA,22,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
15,NA,10,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
16,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
17,NA,14,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
18,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
19,NA,NA,fract_composite,sens_all_follow_up,pattern_lagged,NA,NA,continuous,NA,NA
