term,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,outcome,exposure,model,analysis
carstairs2,0.7036829825559896,0.5293483096760178,0.5317196542803418,-0.6609259791018166,0.5086597846165152,0.2481855305695644,1.9951595840519847,bisphosphonate,pattern_lagged,adjusted_comorb_cumdose,sens_all_follow_up
carstairs3,0.7302582139795589,0.5062896545286932,0.5506887291856362,-0.5708435145708227,0.5681057230762269,0.24815861379577578,2.148936323135171,bisphosphonate,pattern_lagged,adjusted_comorb_cumdose,sens_all_follow_up
carstairs4,0.9729010080480394,0.47360874335405634,0.46087949250461246,-0.059609814107607635,0.9524664017430796,0.3942460203591227,2.4008774282583287,bisphosphonate,pattern_lagged,adjusted_comorb_cumdose,sens_all_follow_up
carstairs5,0.10741375361806939,1.0550893901411995,1.03445637152064,-2.1567531572821363,0.03102490271792529,0.01414259268516817,0.8158132474834917,bisphosphonate,pattern_lagged,adjusted_comorb_cumdose,sens_all_follow_up
asthma1,5.163220218483939e-7,4328.500691169295,0.6443832577596689,-22.46572209696865,8.983971876351135e-112,1.4602278435063802e-7,1.8256632444801652e-6,bisphosphonate,pattern_lagged,adjusted_comorb_cumdose,sens_all_follow_up
copd1,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern_lagged,adjusted_comorb_cumdose,sens_all_follow_up
rheumatoid_arthritis1,2.123272342023915e-6,10884.531850537887,1.3959152789665443,-9.357696916573028,8.149362784145496e-21,1.376576853973599e-7,3.2749972697784326e-5,bisphosphonate,pattern_lagged,adjusted_comorb_cumdose,sens_all_follow_up
cumdose_cont,0.9999532143862779,5.088175924968317e-5,4.7503261619918054e-5,-0.9849157006812675,0.3246654805103543,0.9998601183942181,1.0000463190464142,bisphosphonate,pattern_lagged,adjusted_comorb_cumdose,sens_all_follow_up
pattern_ittcontinuous,0.6993963752295186,0.40933855444228395,0.42659114010784566,-0.8381271982389282,0.401959269055154,0.3031156364627177,1.6137580211714158,bisphosphonate,pattern_itt,adjusted_comorb_cumdose,sens_all_follow_up
agegroup40-49,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern_itt,adjusted_comorb_cumdose,sens_all_follow_up
agegroup50-65,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern_itt,adjusted_comorb_cumdose,sens_all_follow_up
agegroup66-79,1.2833223497812223,0.45188767815216574,0.4464189488005196,0.5587851986417138,0.5763083251782012,0.5349870378580637,3.0784227222434826,bisphosphonate,pattern_itt,adjusted_comorb_cumdose,sens_all_follow_up
agegroup80+,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern_itt,adjusted_comorb_cumdose,sens_all_follow_up
sex1,0.7267452478280674,0.3582000435182975,0.36837248560462926,-0.866457976569321,0.3862390620211413,0.3530392342003985,1.4960338797383528,bisphosphonate,pattern_itt,adjusted_comorb_cumdose,sens_all_follow_up
carstairs2,0.6957667122713268,0.5294596493013239,0.535216114257353,-0.677746519003456,0.49793242570506147,0.2437175841032265,1.98627981516432,bisphosphonate,pattern_itt,adjusted_comorb_cumdose,sens_all_follow_up
carstairs3,0.7284236504714043,0.5064586288032975,0.552882661061561,-0.5731278712489591,0.5665581172198183,0.2464730638427223,2.1527748561792954,bisphosphonate,pattern_itt,adjusted_comorb_cumdose,sens_all_follow_up
carstairs4,0.9689008209638161,0.4737632578310204,0.46261134159540873,-0.06829280096605496,0.9455525547481458,0.3912945833196423,2.3991356918362747,bisphosphonate,pattern_itt,adjusted_comorb_cumdose,sens_all_follow_up
carstairs5,0.10308298846031354,1.0559864715100924,1.0358808881330346,-2.1935156136082723,0.028270250904006804,0.013534542808192681,0.7851098231021871,bisphosphonate,pattern_itt,adjusted_comorb_cumdose,sens_all_follow_up
asthma1,5.179270451863912e-7,4393.983270329178,0.6209894153107469,-23.30705014798303,3.760448103101056e-120,1.5334917399506442e-7,1.7492655300780408e-6,bisphosphonate,pattern_itt,adjusted_comorb_cumdose,sens_all_follow_up
copd1,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern_itt,adjusted_comorb_cumdose,sens_all_follow_up
rheumatoid_arthritis1,2.757388545533662e-6,10926.613346189215,1.4219015184711465,-9.002892492205678,2.19847594259162e-19,1.6989210615409532e-7,4.475305982812414e-5,bisphosphonate,pattern_itt,adjusted_comorb_cumdose,sens_all_follow_up
cumdose_cont,0.9999545211700168,5.061011659207586e-5,4.663609317268194e-5,-0.9752074216009611,0.32945738148272413,0.9998631244411396,1.0000459262533998,bisphosphonate,pattern_itt,adjusted_comorb_cumdose,sens_all_follow_up
cumdose900 to 1500 mg,0.9029140419163767,15915.524617687297,0.604689919016068,-0.16889304511403522,0.8658807698074447,0.2760154642734559,2.953652503622313,bisphosphonate,cumdose,adjusted_comorb_cumdose,sens_all_follow_up
cumdose>1500 mg,14142881.262621913,13878.411248250082,0.6748543923939695,24.39744358197518,1.8204392104946668e-131,3767912.379572898,53085387.94399855,bisphosphonate,cumdose,adjusted_comorb_cumdose,sens_all_follow_up
agegroup40-49,NA,0,0,NA,NA,NA,NA,bisphosphonate,cumdose,adjusted_comorb_cumdose,sens_all_follow_up
agegroup50-65,NA,0,0,NA,NA,NA,NA,bisphosphonate,cumdose,adjusted_comorb_cumdose,sens_all_follow_up
agegroup66-79,1.27816087665837,0.4534737793616712,0.4499316403462776,0.5454655943364167,0.585433337408586,0.529179502242387,3.0872231817319906,bisphosphonate,cumdose,adjusted_comorb_cumdose,sens_all_follow_up
agegroup80+,NA,0,0,NA,NA,NA,NA,bisphosphonate,cumdose,adjusted_comorb_cumdose,sens_all_follow_up
sex1,0.714113149669507,0.3579164658383697,0.36543075930824714,-0.9214162948651952,0.3568331245558922,0.34890870426708925,1.46157887233599,bisphosphonate,cumdose,adjusted_comorb_cumdose,sens_all_follow_up
carstairs2,0.7036173241662287,0.5293216514112696,0.531582511861891,-0.6612720253156886,0.5084378783585164,0.24822908675059746,1.9944372569209086,bisphosphonate,cumdose,adjusted_comorb_cumdose,sens_all_follow_up
carstairs3,0.7271542082735789,0.5064090055410627,0.5510495644001888,-0.5781997275856454,0.5631292826849277,0.24692910497574677,2.1413159970020916,bisphosphonate,cumdose,adjusted_comorb_cumdose,sens_all_follow_up
carstairs4,0.9662036051588996,0.47345598885177387,0.46011270943474364,-0.07472233408853196,0.9404356373146937,0.3921209131209509,2.3807692356722088,bisphosphonate,cumdose,adjusted_comorb_cumdose,sens_all_follow_up
carstairs5,0.10695951958891235,1.0550036927951714,1.034384634288912,-2.160999654869692,0.03069536607524897,0.014084766340028537,0.8122491033577022,bisphosphonate,cumdose,adjusted_comorb_cumdose,sens_all_follow_up
asthma1,1.8892981186540622e-7,7152.308811241307,0.6496143706523302,-23.83243191049639,1.5405501939906369e-125,5.28868544554329e-8,6.749214748927275e-7,bisphosphonate,cumdose,adjusted_comorb_cumdose,sens_all_follow_up
copd1,NA,0,0,NA,NA,NA,NA,bisphosphonate,cumdose,adjusted_comorb_cumdose,sens_all_follow_up
rheumatoid_arthritis1,7.717999779641701e-7,17990.677877971895,1.3959147349723413,-10.082664838890024,6.591377654778416e-24,5.003800489088196e-8,1.190445556901168e-5,bisphosphonate,cumdose,adjusted_comorb_cumdose,sens_all_follow_up
cumdose_cont,0.9999488539319404,5.150155300952913e-5,4.813780817489847e-5,-1.0625198363512542,0.28799975767468616,0.999854514837611,1.0000432019274297,bisphosphonate,cumdose,adjusted_comorb_cumdose,sens_all_follow_up
patterncontinuous,92744283.0191234,19702.063290576654,0.9990222026249909,18.36331221742692,2.583575318215832e-75,13089344.785417961,657137708.0932019,bisphosphonate,pattern,crude,sens_shorter_windows
cumdaysmany,9151699.397620069,22084.649541418716,1.025466149680791,15.631379106479722,4.450651086792685e-55,1226375.250569927,68293617.16609754,bisphosphonate,cumdays,crude,sens_shorter_windows
pattern_rt_gapcontinuous,106660030.05661723,17520.95034388457,0.9983537366307094,18.51563866262439,1.5445406128930996e-76,15073061.12890526,754747951.6196153,bisphosphonate,pattern_rt_gap,crude,sens_shorter_windows
pattern_laggedcontinuous,1.0697985585020397e-7,16975.350796788323,1.0148550310480073,-15.815682823896017,2.4256550041059777e-056,1.4637126958533818e-8,7.818945336849657e-7,bisphosphonate,pattern_lagged,crude,sens_shorter_windows
pattern_ittcontinuous,92744283.0191234,19702.063290576654,0.9990222026249909,18.36331221742692,2.583575318215832e-75,13089344.785417961,657137708.0932019,bisphosphonate,pattern_itt,crude,sens_shorter_windows
cumdose900 to 1500 mg,0.9999999944853092,36042.70480972456,0.40975752673024,-1.3458424691103044e-8,0.9999999892617307,0.4479337216307951,2.232473110820753,bisphosphonate,cumdose,crude,sens_shorter_windows
cumdose>1500 mg,9330957.073383354,28898.45403716314,1.045198985991683,15.35482560055107,3.2879255007633597e-53,1202960.0413306146,72377100.58017953,bisphosphonate,cumdose,crude,sens_shorter_windows
patterncontinuous,24653.956981963118,292.518341697426,1.0173969608979725,9.939770887770118,2.794691664544453e-23,3356.423635526497,181090.84575467903,bisphosphonate,pattern,adjusted_comorb,sens_shorter_windows
agegroup40-49,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern,adjusted_comorb,sens_shorter_windows
agegroup50-65,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern,adjusted_comorb,sens_shorter_windows
agegroup66-79,17225.652222420864,291.0249559094477,1.0358489079313884,9.416580821151117,4.660162927841025e-21,2261.8275299583484,131187.32111871368,bisphosphonate,pattern,adjusted_comorb,sens_shorter_windows
agegroup80+,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern,adjusted_comorb,sens_shorter_windows
sex1,1.9725074299217452e-5,221.44278617100787,0.999172377823066,-10.8425934953179,2.1625209534074417e-027,2.7830536457763484e-6,1.398027510896626e-4,bisphosphonate,pattern,adjusted_comorb,sens_shorter_windows
carstairs2,848231.3916998858,928.902837620144,0.9989851900883738,13.664775895141615,1.6481038420395112e-42,119722.72838935009,6009690.085956375,bisphosphonate,pattern,adjusted_comorb,sens_shorter_windows
carstairs3,0.9757049143269069,1359.8672436208826,0.18353987405555766,-0.13400401568483705,0.8933993990202573,0.6809089902922502,1.398131164978557,bisphosphonate,pattern,adjusted_comorb,sens_shorter_windows
carstairs4,0.9567972018264935,1317.047552935427,0.1795021327273476,-0.24603507285104134,0.8056550825927715,0.673019122719493,1.3602301249983377,bisphosphonate,pattern,adjusted_comorb,sens_shorter_windows
carstairs5,1.236525964783398,1351.4692435276686,0.20168652742753151,1.0526523961640182,0.2925003337185712,0.8327743819062458,1.8360272539647458,bisphosphonate,pattern,adjusted_comorb,sens_shorter_windows
asthma1,0.4036216775264183,2731.3087932458725,1.0092232137183603,-0.8989857438772516,0.36866025421706994,0.055837006372513924,2.917607320893794,bisphosphonate,pattern,adjusted_comorb,sens_shorter_windows
copd1,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern,adjusted_comorb,sens_shorter_windows
rheumatoid_arthritis1,5372.048661427233,19569.858844324222,1.4275359090986353,6.016636472122017,1.7807837412887683e-9,327.3551435563007,88157.79250396529,bisphosphonate,pattern,adjusted_comorb,sens_shorter_windows
cumdaysmany,7636.12395454491,531.5644171655894,1.214475296002596,7.361735102440945,1.8153494402124386e-13,706.4960261086111,82534.63132743859,bisphosphonate,cumdays,adjusted_comorb,sens_shorter_windows
agegroup40-49,NA,0,0,NA,NA,NA,NA,bisphosphonate,cumdays,adjusted_comorb,sens_shorter_windows
agegroup50-65,NA,0,0,NA,NA,NA,NA,bisphosphonate,cumdays,adjusted_comorb,sens_shorter_windows
agegroup66-79,6368.931813453752,190.4103262351221,1.034836690369538,8.464318211582839,2.5765546004479626e-17,837.938242364598,48408.45111682308,bisphosphonate,cumdays,adjusted_comorb,sens_shorter_windows
agegroup80+,NA,0,0,NA,NA,NA,NA,bisphosphonate,cumdays,adjusted_comorb,sens_shorter_windows
sex1,5.135151398574467e-5,140.50801567710107,0.9999681213190441,-9.877131008276336,5.2309094962703916e-23,7.2340056612777936e-6,3.6452528683290274e-4,bisphosphonate,cumdays,adjusted_comorb,sens_shorter_windows
carstairs2,319890.2075769346,603.469129649028,0.9998311156979167,12.67787420851871,7.843018982144993e-37,45075.770298628435,2270171.851211337,bisphosphonate,cumdays,adjusted_comorb,sens_shorter_windows
carstairs3,0.8015118435606552,890.0572204633177,0.16477190563926772,-1.3427988796929502,0.17933710626834104,0.5803043736048648,1.1070418638709616,bisphosphonate,cumdays,adjusted_comorb,sens_shorter_windows
carstairs4,0.8033895359161889,858.5744505060945,0.1604527950636991,-1.3643612864733679,0.17245388590226116,0.5866087057974267,1.1002815676631248,bisphosphonate,cumdays,adjusted_comorb,sens_shorter_windows
carstairs5,1.0598126816353708,865.5997221971063,0.1822993852098628,0.31866359287365587,0.7499816250966806,0.7414051423089316,1.514965106199837,bisphosphonate,cumdays,adjusted_comorb,sens_shorter_windows
asthma1,0.3957458370643247,1913.4700508189062,1.008113457178472,-0.919522592204528,0.35782229424917067,0.054866672791229656,2.85446081539644,bisphosphonate,cumdays,adjusted_comorb,sens_shorter_windows
copd1,NA,0,0,NA,NA,NA,NA,bisphosphonate,cumdays,adjusted_comorb,sens_shorter_windows
rheumatoid_arthritis1,3134.0724475128955,11798.400439213267,1.4235297082618987,5.6550196968534046,1.5582840136353898e-8,192.48564512361565,51029.31234145508,bisphosphonate,cumdays,adjusted_comorb,sens_shorter_windows
pattern_rt_gapcontinuous,36440.76370069638,308.90029710612026,1.0137624106838978,10.36085299496001,3.736151396087767e-25,4996.562700419426,265768.55704793235,bisphosphonate,pattern_rt_gap,adjusted_comorb,sens_shorter_windows
agegroup40-49,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern_rt_gap,adjusted_comorb,sens_shorter_windows
agegroup50-65,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern_rt_gap,adjusted_comorb,sens_shorter_windows
agegroup66-79,24943.885332598664,370.35303773020115,1.0464964570227457,9.674551620649794,3.867833543358128e-22,3207.633216946752,193973.9906042255,bisphosphonate,pattern_rt_gap,adjusted_comorb,sens_shorter_windows
agegroup80+,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern_rt_gap,adjusted_comorb,sens_shorter_windows
sex1,1.4113946889949952e-5,271.14262516664013,1.0017789194429456,-11.148514798591505,7.281151087037458e-29,1.981220060397466e-6,1.0054587109942968e-4,bisphosphonate,pattern_rt_gap,adjusted_comorb,sens_shorter_windows
carstairs2,1553518.9960195343,1192.9132794745046,0.9976738420488546,14.289272340095595,2.5526265675521364e-46,219834.09712815398,10978375.522822626,bisphosphonate,pattern_rt_gap,adjusted_comorb,sens_shorter_windows
carstairs3,0.9091938139078563,1760.6433213249256,0.18268707455737326,-0.5210931925120437,0.6023018529596048,0.6355547258124462,1.300648642320465,bisphosphonate,pattern_rt_gap,adjusted_comorb,sens_shorter_windows
carstairs4,0.968959511851742,1715.6327415134945,0.1776222594534508,-0.17752533661087241,0.8590957655520033,0.6840900740784125,1.3724545512121387,bisphosphonate,pattern_rt_gap,adjusted_comorb,sens_shorter_windows
carstairs5,1.259546439992694,1720.618471633877,0.19870637103777208,1.1612697000823906,0.24553223753249717,0.8532474815187029,1.859316633052956,bisphosphonate,pattern_rt_gap,adjusted_comorb,sens_shorter_windows
asthma1,3143.0220922996587,6338.6650388404305,1.3553714812785456,5.941500302356189,2.8242521655342636e-9,220.62419453384078,44775.6325799004,bisphosphonate,pattern_rt_gap,adjusted_comorb,sens_shorter_windows
copd1,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern_rt_gap,adjusted_comorb,sens_shorter_windows
rheumatoid_arthritis1,7484.52197157577,25373.35432317197,1.4407079125446653,6.1918119226577,5.947649625467248e-10,444.45855416445926,126036.65430246734,bisphosphonate,pattern_rt_gap,adjusted_comorb,sens_shorter_windows
pattern_laggedcontinuous,3.316721658949459e-5,1056.2032421423044,1.220113396623867,-8.453270532523355,2.832543283795754e-17,3.0349156190609944e-6,3.6246947011818605e-4,bisphosphonate,pattern_lagged,adjusted_comorb,sens_shorter_windows
agegroup40-49,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern_lagged,adjusted_comorb,sens_shorter_windows
agegroup50-65,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern_lagged,adjusted_comorb,sens_shorter_windows
agegroup66-79,42183.014016720066,74124530.69184422,2.1623220107846444,4.925155853025793,8.429314227498114e-7,608.9277620959958,2922196.6582865114,bisphosphonate,pattern_lagged,adjusted_comorb,sens_shorter_windows
agegroup80+,1,74124530.6934639,3.1626237957960504,0,1,0.0020322154295429225,492.073815336062,bisphosphonate,pattern_lagged,adjusted_comorb,sens_shorter_windows
sex1,7.76579836746512e-6,366.35059723047004,1.000493132180934,-11.759982064887664,6.274762225681944e-32,1.0928607086763407e-6,5.518326700313689e-5,bisphosphonate,pattern_lagged,adjusted_comorb,sens_shorter_windows
carstairs2,2191619.757078974,1579.5777360715829,1.0000344414539735,14.599648610391132,2.822966078786262e-48,308698.3776243465,15559515.396818437,bisphosphonate,pattern_lagged,adjusted_comorb,sens_shorter_windows
carstairs3,0.8191536227371938,2325.2097880126707,0.16670339765969158,-1.1966381127775525,0.2314476384512975,0.5908362961107954,1.1356997903826114,bisphosphonate,pattern_lagged,adjusted_comorb,sens_shorter_windows
carstairs4,0.8213649127475817,2241.985070769082,0.16329655593936968,-1.2050945817062482,0.2281667912740294,0.596400317808007,1.1311870563255175,bisphosphonate,pattern_lagged,adjusted_comorb,sens_shorter_windows
carstairs5,1.0652790350609789,2262.721152687039,0.18068058849264335,0.3499920501908544,0.7263446638353456,0.7475974034744864,1.51795527548161,bisphosphonate,pattern_lagged,adjusted_comorb,sens_shorter_windows
asthma1,0.3837236889440563,4996.736751815894,1.0083931921094096,-0.9498601864217944,0.34218329914645174,0.05317074796001585,2.7692645882574682,bisphosphonate,pattern_lagged,adjusted_comorb,sens_shorter_windows
copd1,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern_lagged,adjusted_comorb,sens_shorter_windows
rheumatoid_arthritis1,20729.249458285976,30797.648602770932,1.4235253651253004,6.9821734425628295,2.9064798562901745e-12,1273.1412521637835,337513.04686227447,bisphosphonate,pattern_lagged,adjusted_comorb,sens_shorter_windows
pattern_ittcontinuous,24653.956981963118,292.518341697426,1.0173969608979725,9.939770887770118,2.794691664544453e-23,3356.423635526497,181090.84575467903,bisphosphonate,pattern_itt,adjusted_comorb,sens_shorter_windows
agegroup40-49,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern_itt,adjusted_comorb,sens_shorter_windows
agegroup50-65,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern_itt,adjusted_comorb,sens_shorter_windows
agegroup66-79,17225.652222420864,291.0249559094477,1.0358489079313884,9.416580821151117,4.660162927841025e-21,2261.8275299583484,131187.32111871368,bisphosphonate,pattern_itt,adjusted_comorb,sens_shorter_windows
agegroup80+,NA,0,0,NA,NA,NA,NA,bisphosphonate,pattern_itt,adjusted_comorb,sens_shorter_windows
sex1,1.9725074299217452e-5,221.44278617100787,0.999172377823066,-10.8425934953179,2.1625209534074417e-027,2.7830536457763484e-6,1.398027510896626e-4,bisphosphonate,pattern_itt,adjusted_comorb,sens_shorter_windows
carstairs2,848231.3916998858,928.902837620144,0.9989851900883738,13.664775895141615,1.6481038420395112e-42,119722.72838935009,6009690.085956375,bisphosphonate,pattern_itt,adjusted_comorb,sens_shorter_windows
